Section,Standard Designation,"Grade, Class, Type, Symbol or Name",Steel Number,UNS Number,C,Mn,Si,P,S,Cr,Ni,Mo,Others
7.1.1B Chemical Composition of Cast Carbon Steel for General and Structural Applications,ASTM A 958-00,SC 1040 Class 80/40 SC 1040 Class 80/50,---,---,0.37-0.44,0.50-0.90,0.30-0.60,0.040,0.040,---,---,---,---
7.1.1B Chemical Composition of Cast Carbon Steel for General and Structural Applications,ASTM A 958-00,SC 1045 Class 80/40 SC 1045 Class 80/50,---,---,0.43-0.50,0.50-0.90,0.30-0.60,0.040,0.040,---,---,---,---
7.1.1B Chemical Composition of Cast Carbon Steel for General and Structural Applications,JIS G 5102:1991,SCW 550,---,---,0.22,1.50,0.80,0.040,0.040,0.50,2.50,0.30,V 0.20
7.1.1B Chemical Composition of Cast Carbon Steel for General and Structural Applications,ISO 3755:1991,340-550,---,---,---,---,---,0.035,0.035,---,---,---,---
7.1.1B Chemical Composition of Cast Carbon Steel for General and Structural Applications,ISO 3755:1991,340-550W,---,---,0.25,1.50,0.60,0.035,0.035,0.35,0.40,0.15,V 0.05; Cu+Ni+Cr+Mo+V 1.00
7.1.1B Chemical Composition of Cast Carbon Steel for General and Structural Applications,AFNOR NF A 32-054:1994,GE320,---,---,0.32,1.20,0.60,0.035,0.030,---,---,---,---
7.1.1B Chemical Composition of Cast Carbon Steel for General and Structural Applications,AFNOR NF A 32-054:1994,G30Mn6,---,---,0.25-0.32,1.80,0.60,0.030,0.025,---,---,---,---
7.1.1B Chemical Composition of Cast Carbon Steel for General and Structural Applications,JIS G 5111:1991,SCSiMn 2,---,---,0.25-0.35,0.90-1.20,0.50-0.80,0.040,0.040,---,---,---,---
7.1.1B Chemical Composition of Cast Carbon Steel for General and Structural Applications,JIS G 5111:1991,SCMn 1,---,---,0.20-0.30,1.00-1.60,0.30-0.60,0.040,0.040,---,---,---,---
7.1.1B Chemical Composition of Cast Carbon Steel for General and Structural Applications,JIS G 5111:1991,SCMn 2,---,---,0.25-0.35,1.00-1.60,0.30-0.60,0.040,0.040,---,---,---,---
7.1.1B Chemical Composition of Cast Carbon Steel for General and Structural Applications,DIN 1681:1985,GS-60,1.0558,---,---,---,---,---,---,---,---,---,---
7.1.1B Chemical Composition of Cast Carbon Steel for General and Structural Applications,AFNOR NF A 32-054:1994,G30Mn6,---,---,0.25-0.32,1.80,0.60,0.030,0.025,---,---,---,---
7.1.1B Chemical Composition of Cast Carbon Steel for General and Structural Applications,JIS G 5111:1991,SCC 5,---,---,0.40-0.50,0.50-0.80,0.30-0.60,0.040,0.040,---,---,---,---
7.1.1B Chemical Composition of Cast Carbon Steel for General and Structural Applications,JIS G 5111:1991,SCC 3,---,---,0.30-0.40,0.50-0.80,0.30-0.60,0.040,0.040,---,---,---,---
7.1.1B Chemical Composition of Cast Carbon Steel for General and Structural Applications,BS 3100:1991 AMD.1:1992,A5,---,---,0.25-0.33,1.2-1.6,0.60,0.05,0.05,---,---,---,---
7.1.1B Chemical Composition of Cast Carbon Steel for General and Structural Applications,ASTM A 148/A 148M-03,90-60,---,---,---,---,---,0.05,0.06,---,---,---,---
7.1.1B Chemical Composition of Cast Carbon Steel for General and Structural Applications,ASTM A 958-00,SC 1040 Class 90/60,---,---,0.37-0.44,0.50-0.90,0.30-0.60,0.040,0.040,---,---,---,---
7.1.1B Chemical Composition of Cast Carbon Steel for General and Structural Applications,ASTM A 958-00,SC 1045 Class 90/60,---,---,0.43-0.50,0.50-0.90,0.30-0.60,0.040,0.040,---,---,---,---
7.1.1B Chemical Composition of Cast Carbon Steel for General and Structural Applications,JIS G 5102:1991,SCW 620,---,---,0.22,1.50,0.80,0.040,0.040,0.50,2.50,0.30,V 0.20
7.1.1B Chemical Composition of Cast Carbon Steel for General and Structural Applications,JIS G 5111:1991,SCMn 3,---,---,0.30-0.40,1.00-1.60,0.30-0.60,0.040,0.040,---,---,---,---
7.1.1B Chemical Composition of Cast Carbon Steel for General and Structural Applications,JIS G 5111:1991,SCMn 2,---,---,0.25-0.35,1.00-1.60,0.30-0.60,0.040,0.040,---,---,---,---
7.1.1B Chemical Composition of Cast Carbon Steel for General and Structural Applications,JIS G 5111:1991,SCSiMn 2,---,---,0.25-0.35,0.90-1.20,0.50-0.80,0.040,0.040,---,---,---,---
7.1.1B Chemical Composition of Cast Carbon Steel for General and Structural Applications,AFNOR NF A 32-054:1994,GE370,---,---,0.45,1.20,0.60,0.035,0.030,---,---,---,---
7.1.1B Chemical Composition of Cast Carbon Steel for General and Structural Applications,JIS G 5111:1991,SCMn 5,---,---,0.40-0.50,1.00-1.60,0.30-0.60,0.040,0.040,---,---,---,---
7.1.1B Chemical Composition of Cast Carbon Steel for General and Structural Applications,JIS G 5111:1991,SCC 5,---,---,0.40-0.50,0.50-0.80,0.30-0.60,0.040,0.040,---,---,---,---
7.1.1B Chemical Composition of Cast Carbon Steel for General and Structural Applications,JIS G 5111:1991,SCMn 3,---,---,0.30-0.40,1.00-1.60,0.30-0.60,0.040,0.040,---,---,---,---
7.1.1B Chemical Composition of Cast Carbon Steel for General and Structural Applications,BS 3100:1991 AMD.1:1992,A6,---,---,0.25-0.33,1.2-1.6,0.60,0.050,0.050,---,---,---,---
7.1.1B Chemical Composition of Cast Carbon Steel for General and Structural Applications,ASTM A 148/A 148M-03,105-85,---,J31575,---,---,---,0.05,0.06,---,---,---,---
7.1.1B Chemical Composition of Cast Carbon Steel for General and Structural Applications,ASTM A 958-00,SC 1045 Class 105/85,---,---,0.43-0.50,0.50-0.90,0.30-0.60,0.040,0.040,---,---,---,---
7.1.1B Chemical Composition of Cast Carbon Steel for General and Structural Applications,JIS G 5111:1991,SCMn 5,---,---,0.40-0.50,1.00-1.60,0.30-0.60,0.040,0.040,---,---,---,---
